threshold,precision,recall,f1
2.7033058358938433e-05,0.030918272699165205,1.0,0.05998200534019739
2.703390782698989e-05,0.030921459492888066,1.0,0.059988002341331365
2.705268343561329e-05,0.030924646943614062,1.0,0.05999400054174565
2.713870162551757e-05,0.030927835051546393,1.0,0.059999999941800004
2.7141602913616225e-05,0.03093102381688834,1.0,0.060006000541854364
2.7160789613844827e-05,0.030934213239843265,1.0,0.0600120023422688
2.7163947379449382e-05,0.030937403320614624,1.0,0.060018005343403555
2.723517536651343e-05,0.03094059405940594,1.0,0.06002400954561897
2.7267165933153592e-05,0.030943785456420837,1.0,0.06003001494927554
2.7366681024432182e-05,0.030946977511863007,1.0,0.06003602155473392
2.737576505751349e-05,0.03095017022593624,1.0,0.0600420293623549
2.7427635359345004e-05,0.03095336359884441,1.0,0.06004803837249944
2.7491163564263843e-05,0.030956557630791456,1.0,0.06005404858552859
2.7583368137129582e-05,0.030959752321981424,1.0,0.060060060001803604
2.7619138563750312e-05,0.030962947672618434,1.0,0.060066072621685826
2.7645832233247347e-05,0.030966143682906688,1.0,0.0600720864455368
2.7661575586535037e-05,0.03096934035305048,1.0,0.06007810147371817
2.7676749596139416e-05,0.03097253768325418,1.0,0.06008411770659175
2.7685804525390267e-05,0.030975735673722252,1.0,0.060090135144519476
2.7710473659681156e-05,0.030978934324659233,1.0,0.06009615378786347
2.775003667920828e-05,0.03098213363626975,1.0,0.06010217363698594
2.778053931251634e-05,0.03098533360875852,1.0,0.06010819469224929
2.7782471079262905e-05,0.030988534242330338,1.0,0.06011421695401605
2.7797923394246027e-05,0.030991735537190084,1.0,0.06012024042264891
2.789078098430764e-05,0.03099493749354272,1.0,0.06012626509851065
2.7895011953660287e-05,0.030998140111593304,1.0,0.060132290981964286
2.7907251933356747e-05,0.031001343391546966,1.0,0.060138318073372894
2.7919310014112853e-05,0.03100454733360893,1.0,0.06014434637309977
2.7929854695685208e-05,0.031007751937984496,1.0,0.060150375881508275
2.7943175155087374e-05,0.031010957204879057,1.0,0.06015640659896199
2.798485911625903e-05,0.031014163134498087,1.0,0.0601624385258246
2.8001088139717467e-05,0.031017369727047148,1.0,0.06016847166245994
2.8033446142217144e-05,0.03102057698273188,1.0,0.06017450600923201
2.8042455596732907e-05,0.031023784901758014,1.0,0.06018054156650492
